Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
791,120,60,43.0,3182,1,0,100,100,100,60,100,1,60,60,80,70,7,5,2005,2006,80,60,70,70,85,11.0,80,65,100,80,65,20,100,16,10,0,1129,1145,100,100,1,100,1145,0,0,1145,0,0,2,0,2,1,80,5,100,1,80,80,2005.0,100,2,397,65,65,100,100,16,0,0,0,0,0,0,0,0,9,2009,80,100,160200
792,80,60,73.0,11333,1,0,75,100,100,80,100,12,60,60,100,40,6,5,1976,1976,80,60,45,45,0,0.0,65,65,100,80,65,70,80,539,10,0,490,1029,100,65,1,100,1062,0,0,1062,1,0,1,0,3,1,50,5,100,2,65,80,1976.0,66,2,539,65,65,100,120,0,0,0,0,0,0,0,0,0,5,2007,80,100,146800
793,60,60,92.0,9920,1,0,75,100,100,100,100,16,60,60,100,90,7,5,1996,1997,80,60,40,40,0,0.0,80,65,100,80,65,70,100,862,10,0,255,1117,100,100,1,100,1127,886,0,2013,1,0,2,1,3,1,50,8,100,1,65,80,1997.0,33,2,455,65,65,100,180,130,0,0,0,0,0,0,0,0,6,2007,80,100,269790
794,20,60,76.0,9158,1,0,100,100,100,60,100,22,60,60,100,70,8,5,2007,2007,80,60,85,85,100,140.0,80,65,100,80,65,70,10,0,10,0,1496,1496,100,100,1,100,1496,0,0,1496,0,0,2,0,3,1,80,7,100,0,0,80,2007.0,100,2,474,65,65,100,168,130,0,0,0,0,0,0,0,0,6,2007,100,80,225000
795,60,60,65.0,10832,1,0,75,100,100,80,100,9,60,60,100,90,7,5,1994,1996,80,60,40,40,0,0.0,80,65,100,80,65,20,10,0,10,0,712,712,100,100,1,100,1086,809,0,1895,0,0,2,1,3,1,80,7,100,1,65,80,1994.0,100,2,409,65,65,100,143,46,0,0,0,0,0,0,37,500,10,2008,80,100,194500
796,60,60,70.0,8400,1,0,100,100,100,60,100,21,60,60,100,90,6,6,1980,1981,80,60,45,45,85,130.0,65,65,70,80,65,20,10,0,10,0,650,650,100,65,1,100,888,676,0,1564,0,0,2,1,3,1,50,7,100,1,65,80,1980.0,33,2,476,65,65,100,0,50,0,0,204,0,0,50,0,0,4,2010,80,100,171000
797,20,60,71.0,8197,1,0,100,100,100,60,100,20,60,60,100,70,6,5,1977,1977,80,60,35,35,85,148.0,65,65,70,65,65,20,10,0,10,0,660,660,100,100,1,100,1285,0,0,1285,0,0,1,1,3,1,50,7,100,1,65,80,1977.0,66,2,528,65,65,100,138,0,0,0,0,0,0,50,0,0,4,2007,80,100,143500
798,20,60,57.0,7677,1,0,100,100,100,60,100,13,60,60,100,70,5,5,1953,1953,80,60,70,70,0,0.0,65,65,70,65,65,20,60,570,10,0,203,773,100,80,1,100,773,0,0,773,0,0,1,0,2,1,50,4,100,0,0,80,1953.0,33,1,240,65,65,100,0,0,0,0,0,0,0,0,0,0,4,2008,80,20,110000
799,60,60,104.0,13518,1,0,100,100,100,60,100,17,60,60,100,90,9,5,2008,2009,100,60,70,70,100,860.0,100,65,100,100,65,20,10,0,10,0,1926,1926,100,100,1,100,1966,1174,0,3140,0,0,3,1,4,1,100,11,100,2,80,100,2009.0,100,3,820,65,65,100,144,78,0,0,0,0,0,0,0,0,7,2009,100,80,485000
800,50,60,60.0,7200,1,0,100,100,100,80,100,19,50,60,100,80,5,7,1937,1950,80,60,60,60,85,252.0,65,65,80,80,65,20,80,569,10,0,162,731,100,100,1,100,981,787,0,1768,1,0,1,1,3,1,80,7,100,2,65,60,1939.0,33,1,240,65,65,100,0,0,264,0,0,0,0,50,0,0,6,2007,80,100,175000
801,60,60,79.0,12798,1,0,75,50,100,60,50,5,50,60,100,90,6,5,1997,1997,80,60,70,70,0,0.0,65,65,100,80,65,100,100,462,10,0,154,616,100,80,1,100,616,1072,0,1688,1,0,2,1,4,1,80,8,100,0,0,80,1997.0,66,2,603,65,65,100,403,114,185,0,0,0,0,0,37,400,5,2008,80,100,200000
802,30,80,40.0,4800,1,0,100,100,100,60,100,10,60,60,100,70,4,7,1916,1990,80,60,40,40,0,0.0,65,65,70,65,65,20,30,197,10,0,999,1196,100,100,1,75,1196,0,0,1196,1,0,1,0,2,1,50,5,100,0,0,60,1957.0,33,2,440,65,65,100,0,0,0,0,0,0,0,0,0,0,7,2007,80,100,109900
803,60,60,63.0,8199,1,0,100,100,100,60,100,6,60,60,100,90,7,5,2005,2005,80,60,65,65,0,0.0,80,65,100,80,65,70,100,648,10,0,80,728,100,100,1,100,728,728,0,1456,1,0,2,1,3,1,80,7,100,1,80,80,2005.0,100,2,410,65,65,100,36,18,0,0,0,0,0,0,0,0,10,2008,80,100,189000
805,20,60,75.0,9000,1,0,100,100,100,60,100,13,60,60,100,70,5,5,1954,1954,80,60,60,60,0,0.0,65,65,70,65,65,20,30,812,10,0,124,936,100,65,1,100,1128,0,0,1128,0,0,1,0,2,1,50,5,85,0,0,80,1954.0,33,1,286,65,65,100,0,0,0,0,0,0,0,75,0,0,6,2006,80,40,118000
806,20,60,91.0,12274,1,0,75,100,100,40,100,22,60,60,100,70,7,5,2008,2008,80,60,70,70,100,256.0,80,65,100,80,65,20,10,0,10,0,1417,1417,100,100,1,100,1428,0,0,1428,0,0,2,0,3,1,100,6,100,0,0,80,2008.0,66,2,554,65,65,100,0,60,0,0,0,0,0,0,0,0,7,2008,100,80,227680
807,80,60,75.0,9750,1,0,100,100,100,60,100,13,60,60,100,40,5,5,1967,1967,80,60,70,70,0,0.0,65,65,100,65,65,70,80,400,50,480,100,980,100,80,1,100,980,0,0,980,0,0,2,0,3,1,50,6,100,0,0,80,1967.0,100,1,384,65,65,100,68,0,0,0,0,0,0,0,0,0,10,2006,80,100,135500
808,70,60,144.0,21384,1,0,100,100,100,60,100,4,60,60,100,90,5,6,1923,2004,80,60,60,60,0,0.0,65,65,70,65,65,100,100,1309,10,0,15,1324,100,100,1,100,1072,504,0,1576,2,0,1,1,3,1,80,6,100,1,65,80,1923.0,66,2,528,65,65,100,0,312,0,0,0,0,0,0,0,0,5,2009,80,100,223500
809,80,60,85.0,13400,1,0,100,100,100,60,100,13,60,60,100,40,5,5,1966,1966,80,60,70,70,85,1047.0,65,65,70,65,65,70,80,516,60,128,380,1024,100,65,1,100,1086,0,0,1086,1,0,1,0,3,1,50,6,100,1,80,80,1966.0,66,2,484,65,65,100,0,0,0,0,0,0,0,75,0,0,6,2006,80,100,159950
810,75,80,90.0,8100,1,0,100,100,100,80,100,18,60,60,100,60,5,5,1898,1965,100,60,15,15,0,0.0,65,65,100,65,65,20,10,0,10,0,849,849,100,65,0,75,1075,1063,0,2138,0,0,2,0,2,3,50,11,100,0,0,60,1910.0,33,2,360,40,20,0,40,156,0,0,0,0,0,50,0,0,11,2009,80,100,106000
811,20,60,78.0,10140,1,0,100,100,100,60,100,15,60,60,100,70,6,6,1974,1999,100,60,45,45,85,99.0,65,65,70,65,65,20,80,663,30,377,0,1040,100,40,1,100,1309,0,0,1309,1,0,1,1,3,1,80,5,100,1,40,80,1974.0,66,2,484,65,65,100,265,0,0,0,0,648,30,100,0,0,1,2006,80,100,181000
812,120,80,70.0,4438,1,0,100,100,100,60,100,6,60,60,80,70,6,5,2004,2004,80,60,70,70,85,169.0,80,65,100,80,65,100,100,662,10,0,186,848,100,100,1,100,848,0,0,848,1,0,1,0,1,1,80,4,100,1,80,80,2004.0,100,2,420,65,65,100,140,0,0,0,0,0,0,0,0,0,6,2008,50,100,144500
813,20,20,66.0,8712,0,0,100,70,100,60,50,10,60,60,100,70,5,5,1952,1952,100,60,60,60,0,0.0,40,65,70,65,65,70,10,0,10,0,540,540,100,65,0,75,1044,0,0,1044,0,0,1,0,2,1,30,4,100,0,0,70,1952.0,33,2,504,65,65,0,0,0,0,0,0,0,0,0,37,54,6,2010,80,70,55993
814,20,60,75.0,9750,1,0,100,100,100,60,100,13,60,60,100,70,6,6,1958,1958,80,60,40,40,85,243.0,65,65,70,65,65,20,50,608,10,0,834,1442,100,80,1,100,1442,0,0,1442,0,0,1,1,4,1,50,7,100,0,0,80,1958.0,66,1,301,65,65,100,0,0,275,0,0,0,0,0,37,500,4,2007,30,100,157900
815,50,60,45.0,8248,1,2,100,100,100,60,100,8,60,60,100,80,5,7,1918,1950,80,60,75,75,0,0.0,65,65,80,65,65,20,10,0,10,0,686,686,80,80,1,100,686,564,0,1250,0,1,1,1,3,1,30,7,100,0,0,60,1955.0,33,1,280,65,65,50,207,0,96,0,0,0,0,0,0,0,7,2006,80,100,116000
816,20,60,48.0,12137,1,0,50,100,100,100,100,6,60,60,100,70,7,5,1998,1998,80,60,70,70,85,442.0,65,65,100,80,65,20,10,0,10,0,1649,1649,100,100,1,100,1661,0,0,1661,0,0,2,0,3,1,80,6,100,0,0,80,1998.0,66,2,598,65,65,100,0,34,0,0,0,0,0,0,0,0,5,2010,80,100,224900
817,20,60,73.0,11425,1,0,75,100,100,80,100,13,60,60,100,70,5,6,1954,1954,80,60,90,90,0,0.0,65,65,70,65,65,20,60,486,10,0,522,1008,100,80,1,100,1008,0,0,1008,0,0,1,0,2,1,50,4,100,1,80,80,1954.0,66,1,275,65,65,100,0,0,120,0,0,0,0,0,0,0,7,2006,80,100,137000
818,20,60,73.0,13265,1,0,75,100,100,100,100,12,60,60,100,70,8,5,2002,2002,100,60,85,85,85,148.0,80,65,100,80,65,20,100,1218,10,0,350,1568,100,100,1,100,1689,0,0,1689,1,0,2,0,3,1,80,7,100,2,80,80,2002.0,66,3,857,65,65,100,150,59,0,0,0,0,0,0,0,0,7,2008,80,100,271000
819,80,60,80.0,8816,1,0,100,100,100,60,100,5,60,60,100,40,6,7,1971,1971,80,60,45,45,85,80.0,65,65,70,65,65,70,100,504,10,0,506,1010,100,80,1,100,1052,0,0,1052,1,0,1,0,3,1,50,6,100,0,0,80,1971.0,33,2,440,65,65,100,0,0,0,0,0,0,0,50,0,0,6,2010,80,100,155000
820,120,60,44.0,6371,1,0,75,100,100,60,100,17,60,60,80,70,7,5,2009,2010,80,60,70,70,100,128.0,80,65,100,80,65,40,100,733,10,0,625,1358,100,100,1,100,1358,0,0,1358,1,0,2,0,2,1,80,6,100,1,80,80,2010.0,66,2,484,65,65,100,192,35,0,0,0,0,0,0,0,0,6,2010,100,80,224000
821,60,60,72.0,7226,1,0,75,100,100,100,100,6,60,60,100,90,7,5,2003,2003,80,60,70,70,0,0.0,80,65,100,80,65,20,10,0,10,0,798,798,100,100,1,100,798,842,0,1640,0,0,2,1,3,1,80,6,100,0,0,80,2003.0,66,2,595,65,65,100,0,45,0,0,0,0,0,0,0,0,6,2008,80,100,183000
822,20,80,60.0,6000,1,1,100,70,100,60,50,18,60,60,30,70,4,4,1953,1953,80,60,40,40,0,0.0,40,65,70,40,65,20,10,0,10,0,936,936,100,65,0,100,936,0,0,936,0,0,1,0,2,1,50,4,70,0,0,60,1974.0,33,2,576,65,65,100,0,32,112,0,0,0,0,0,0,0,2,2009,80,100,93000
823,60,60,65.0,12394,1,0,75,100,100,80,100,9,60,60,100,90,7,5,2003,2003,80,60,70,70,0,0.0,80,65,100,80,65,100,10,0,10,0,847,847,100,100,1,100,847,886,0,1733,0,0,2,1,3,1,80,7,100,1,80,100,2003.0,100,2,433,65,65,100,100,48,0,0,0,0,0,0,0,0,10,2007,80,40,225000
824,50,60,60.0,9900,1,0,100,100,100,60,100,19,60,60,100,80,6,7,1940,1950,80,60,70,70,0,0.0,65,65,80,65,65,20,10,0,10,0,778,778,100,65,1,100,944,545,0,1489,0,0,2,0,3,1,50,7,100,1,80,60,1940.0,33,1,240,65,65,100,335,0,0,0,0,0,0,75,0,0,7,2009,80,100,139500
825,20,30,81.0,11216,1,0,100,100,100,60,100,22,60,60,100,70,8,5,2006,2006,80,60,70,70,0,0.0,80,65,100,80,80,20,10,0,10,0,1489,1489,100,100,1,100,1489,0,0,1489,0,0,2,0,3,1,80,7,100,1,80,80,2006.0,66,2,776,65,65,100,0,140,0,0,0,0,0,0,0,0,6,2006,100,80,232600
826,20,60,114.0,14803,1,0,100,100,100,60,100,17,80,80,100,70,10,5,2007,2008,100,60,85,85,85,816.0,100,65,100,100,65,70,100,1636,10,0,442,2078,100,100,1,100,2084,0,0,2084,1,0,2,0,2,1,100,7,100,1,80,80,2007.0,100,3,1220,65,65,100,188,45,0,0,0,0,0,0,0,0,6,2008,100,80,385000
827,45,80,50.0,6130,1,0,100,100,100,60,100,4,60,60,100,50,5,6,1924,1950,80,60,40,40,0,0.0,65,65,80,65,65,20,80,784,10,0,0,784,100,80,1,100,784,0,0,784,1,0,1,0,2,1,80,5,100,0,0,0,0.0,0,0,0,0,0,100,0,0,116,0,0,0,0,0,0,0,5,2008,80,100,109500
828,20,60,65.0,8529,1,0,75,100,100,60,100,21,60,60,100,70,7,5,2001,2001,80,60,70,70,0,0.0,80,65,100,80,65,20,100,20,10,0,1434,1454,100,100,1,100,1434,0,0,1434,0,0,2,0,3,1,80,6,100,1,65,80,2001.0,66,2,527,65,65,100,290,39,0,0,0,0,0,0,0,0,4,2009,80,100,189000
829,60,60,80.0,28698,1,0,50,20,100,100,10,5,60,60,100,90,5,5,1967,1967,20,50,35,35,0,0.0,65,65,100,65,80,100,30,249,80,764,0,1013,100,65,1,100,1160,966,0,2126,0,1,2,1,3,1,50,7,70,0,0,80,1967.0,100,2,538,65,65,100,486,0,0,0,225,0,0,0,0,0,6,2009,80,20,185000
830,160,30,24.0,2544,1,1,100,100,100,60,100,22,60,60,25,90,7,5,2005,2005,80,60,40,40,0,0.0,80,65,100,80,65,20,10,0,10,0,600,600,100,100,1,100,520,623,80,1223,0,0,2,1,2,1,80,4,100,0,0,60,2005.0,66,2,480,65,65,100,0,166,0,0,0,0,0,0,0,0,7,2006,80,100,147400
831,20,60,80.0,11900,1,0,75,100,100,80,100,13,60,60,100,70,6,5,1957,1957,80,60,45,45,85,387.0,65,65,70,65,65,20,50,1040,10,0,352,1392,100,65,1,75,1392,0,0,1392,1,0,1,1,3,1,50,6,100,2,80,80,1957.0,66,2,458,65,65,100,0,0,0,0,192,0,0,0,0,0,6,2008,80,100,166000
832,160,30,30.0,3180,1,1,100,100,100,60,100,22,60,60,80,90,7,5,2005,2005,80,60,40,40,0,0.0,65,65,100,80,65,20,10,0,10,0,600,600,100,100,1,100,520,600,80,1200,0,0,2,1,2,1,80,4,100,0,0,60,2005.0,66,2,480,65,65,100,0,166,0,0,0,0,0,0,0,0,6,2006,80,100,151000
833,60,60,44.0,9548,1,0,75,100,100,100,100,6,60,60,100,90,7,6,2003,2003,80,60,70,70,85,223.0,80,65,100,80,65,20,100,483,10,0,458,941,100,100,1,100,941,888,0,1829,1,0,2,1,3,1,80,7,100,1,65,80,2003.0,66,2,613,65,65,100,192,39,0,0,0,0,0,0,0,0,1,2010,80,100,237000
834,20,60,100.0,10004,1,0,100,100,100,60,100,13,60,60,100,70,6,6,1964,1964,80,60,45,35,85,180.0,65,65,70,65,65,20,50,196,60,345,975,1516,100,65,1,100,1516,0,0,1516,0,0,1,1,3,1,50,6,100,0,0,80,1964.0,66,2,472,65,65,100,0,0,0,0,152,0,0,0,0,0,2,2009,80,100,167000
835,20,60,75.0,7875,1,0,100,100,100,60,100,13,60,60,100,70,5,6,1961,1961,80,60,70,70,85,136.0,65,65,70,65,65,20,50,572,10,0,572,1144,100,80,1,100,1144,0,0,1144,1,0,1,0,3,1,50,6,100,0,0,80,1961.0,33,2,456,65,65,100,0,0,0,0,0,0,0,75,0,0,9,2008,80,100,139950
836,20,60,60.0,9600,1,0,100,100,100,60,100,20,60,60,100,70,4,7,1950,1995,80,60,70,45,0,0.0,65,65,70,80,65,20,60,442,10,0,625,1067,100,65,1,100,1067,0,0,1067,0,0,2,0,2,1,80,4,70,0,0,80,1996.0,33,2,436,65,65,100,290,0,0,0,0,0,0,0,0,0,2,2010,80,100,128000
837,30,80,90.0,8100,1,1,100,100,100,60,100,18,60,60,100,70,5,6,1948,1973,80,60,70,70,0,0.0,65,65,80,65,65,20,50,338,10,0,1221,1559,100,80,1,100,1559,0,0,1559,1,0,1,0,2,1,50,5,70,0,0,60,1948.0,33,2,812,65,65,100,0,116,230,0,0,0,0,75,0,0,6,2007,30,100,153500
838,160,80,21.0,1680,1,0,100,100,100,60,100,3,60,60,25,90,6,5,1973,1973,80,60,45,45,85,158.0,65,65,70,65,65,20,60,330,10,0,153,483,100,65,1,100,483,504,0,987,1,0,1,1,2,1,50,5,100,0,0,60,1973.0,33,1,264,65,65,100,0,0,0,0,0,0,0,0,0,0,11,2008,80,100,100000
839,20,60,75.0,9525,1,0,100,100,100,60,100,6,60,60,100,70,5,6,1995,2006,80,60,70,70,0,0.0,65,65,100,80,65,20,10,0,10,0,1099,1099,100,100,1,100,1099,0,0,1099,0,0,1,1,3,1,80,6,100,0,0,80,1999.0,33,1,352,65,65,100,278,0,0,0,0,0,0,0,0,0,6,2008,80,100,144000
840,50,60,70.0,11767,1,0,100,100,100,60,100,8,60,60,100,80,5,6,1946,1995,80,60,40,40,0,0.0,65,65,70,65,65,20,60,352,10,0,416,768,100,100,1,100,768,432,0,1200,0,0,1,0,3,1,50,6,100,0,0,60,1946.0,33,1,240,65,65,100,0,0,0,0,0,0,0,0,0,0,5,2008,80,100,130500
841,70,50,60.0,12155,1,0,75,100,100,60,100,19,60,60,100,90,6,8,1925,1950,80,60,60,60,0,0.0,65,65,80,65,65,20,60,156,10,0,516,672,100,65,0,100,810,672,0,1482,0,0,2,0,4,1,30,7,100,0,0,60,1934.0,33,1,400,65,65,50,0,0,254,0,0,0,0,0,0,0,3,2008,80,100,140000
842,70,80,60.0,10440,1,2,100,100,100,60,100,18,60,60,100,90,5,8,1904,2002,80,60,40,40,0,0.0,65,65,100,65,65,20,10,0,10,0,650,650,100,80,1,100,958,581,0,1539,0,0,2,0,3,1,80,8,100,1,20,60,1983.0,33,2,686,80,65,50,70,78,68,0,0,0,0,0,0,0,6,2008,80,100,157500
843,80,60,82.0,9020,1,0,100,100,100,60,100,13,60,60,100,40,6,7,1966,1966,80,60,45,45,85,183.0,65,65,70,65,65,100,50,312,80,539,276,1127,100,65,1,100,1165,0,0,1165,1,0,1,1,3,1,50,6,100,0,0,80,1966.0,66,2,490,80,80,100,0,129,0,0,0,0,0,100,0,0,5,2008,80,100,174900
844,90,60,80.0,8000,1,0,100,100,100,80,100,13,40,60,50,70,5,4,1961,1961,80,60,90,90,0,0.0,65,65,70,65,65,20,10,0,10,0,1800,1800,100,100,0,100,1800,0,0,1800,0,0,2,0,6,2,50,10,100,0,0,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,7,2007,80,100,141000
845,50,80,100.0,12665,1,2,75,100,100,60,100,18,40,60,100,80,5,8,1915,1950,80,60,60,60,0,0.0,65,65,80,65,65,40,10,0,10,0,876,876,100,80,1,100,876,540,0,1416,0,0,1,1,4,1,50,7,100,1,80,60,1949.0,33,3,720,65,65,100,418,0,194,0,0,0,0,0,0,0,6,2008,80,100,153900
846,85,60,71.0,16647,1,0,75,100,100,100,100,20,20,60,100,30,5,5,1975,1981,80,60,45,45,0,0.0,65,65,70,80,65,100,80,1390,10,0,0,1390,100,65,1,100,1701,0,0,1701,1,0,2,0,3,1,50,6,70,2,65,70,1975.0,100,2,611,65,65,100,0,0,0,0,0,0,0,0,0,0,1,2007,80,100,171000
847,60,60,75.0,9317,1,0,100,100,100,60,100,21,60,60,100,90,7,5,1993,1993,80,60,45,45,85,137.0,80,65,100,80,65,20,80,513,10,0,227,740,100,100,1,100,1006,769,0,1775,1,0,2,1,3,1,80,7,100,1,65,80,1993.0,33,2,425,65,65,100,234,72,192,0,0,0,0,0,0,0,7,2009,80,100,213000
848,20,60,36.0,15523,1,0,75,100,100,100,100,6,60,60,100,70,5,6,1972,1972,80,60,45,35,0,0.0,65,65,70,65,65,70,60,460,10,0,404,864,100,100,1,100,864,0,0,864,1,0,1,0,3,1,50,5,100,1,40,80,1972.0,33,1,338,65,65,100,0,0,0,0,0,0,0,0,0,0,8,2009,80,100,133500
849,50,60,75.0,45600,1,0,50,70,100,60,100,5,60,60,100,80,6,8,1908,1997,80,60,60,60,0,0.0,65,65,80,65,65,20,10,0,10,0,907,907,100,65,1,100,1307,1051,0,2358,0,0,3,0,5,1,50,10,100,1,80,60,1908.0,33,2,360,40,65,100,486,40,0,0,175,0,0,0,0,0,9,2008,80,100,240000
850,80,60,80.0,9600,1,0,100,100,100,40,100,25,50,60,100,40,6,7,1976,1994,100,60,35,35,85,360.0,80,80,70,65,65,20,10,0,10,0,528,528,100,100,1,100,1094,761,0,1855,0,0,2,1,3,1,50,7,100,1,65,80,1976.0,66,2,512,65,65,100,113,100,0,0,0,0,0,0,0,0,8,2007,80,100,187000
851,120,80,36.0,4435,1,0,100,100,100,60,100,6,60,60,80,70,6,5,2003,2003,80,60,70,70,85,170.0,80,65,100,80,65,70,100,659,10,0,189,848,100,100,1,100,848,0,0,848,1,0,1,0,1,1,80,3,100,0,0,80,2003.0,100,2,420,65,65,100,140,0,0,0,0,0,0,0,0,0,11,2007,80,100,131500
852,120,60,43.0,3196,1,0,100,100,100,60,100,1,60,60,80,70,8,5,2003,2003,80,60,70,70,85,40.0,80,65,100,80,65,100,10,0,10,0,1273,1273,100,100,1,100,1456,0,0,1456,0,0,2,0,2,1,80,7,100,1,65,80,2003.0,100,2,400,65,65,100,143,20,0,0,0,0,0,0,0,0,5,2006,80,100,215000
853,75,60,53.0,7128,1,0,100,100,100,60,100,7,60,60,100,60,7,5,1941,1950,80,60,40,40,0,0.0,65,80,70,65,65,20,50,364,10,0,554,918,100,80,1,100,918,728,0,1646,0,0,2,0,4,1,50,7,100,2,80,60,1941.0,33,1,240,65,65,100,0,0,0,0,126,0,0,50,0,0,8,2007,80,100,164000
854,80,60,73.0,12095,1,0,75,100,100,80,100,13,60,60,100,40,6,6,1964,1964,80,60,40,45,85,115.0,65,80,70,65,65,100,50,564,10,0,563,1127,100,65,1,100,1445,0,0,1445,0,0,1,1,3,1,50,7,100,1,40,80,1964.0,66,2,645,65,65,100,180,0,0,0,0,0,0,50,0,0,8,2009,80,100,158000
855,20,60,102.0,17920,1,0,100,100,100,60,100,20,60,60,100,70,5,4,1955,1974,100,60,60,35,0,0.0,65,65,70,65,65,40,80,306,50,1085,372,1763,100,65,1,100,1779,0,0,1779,1,0,1,1,3,1,50,6,100,1,80,80,1955.0,33,2,454,65,65,100,0,418,0,0,312,0,0,0,0,0,7,2006,80,20,170000
856,20,60,71.0,6897,1,0,75,100,100,80,100,20,60,60,100,70,5,8,1962,2010,80,60,45,45,0,0.0,65,80,70,65,65,20,80,659,10,0,381,1040,100,100,1,100,1040,0,0,1040,1,0,1,1,3,1,50,6,100,0,0,60,1962.0,33,1,260,65,65,100,0,104,0,0,0,0,0,0,0,0,4,2010,80,100,127000
857,80,60,70.0,10970,1,0,75,20,100,60,50,6,60,60,100,40,6,6,1978,1978,80,60,35,45,0,0.0,65,65,70,80,80,100,100,505,30,435,0,940,100,65,1,100,1026,0,0,1026,1,0,1,0,3,1,50,5,100,0,0,60,1981.0,33,2,576,65,40,100,0,0,34,0,0,0,0,50,0,0,10,2008,80,100,147000
858,60,60,65.0,8125,1,0,100,100,100,60,100,9,60,60,100,90,6,5,1994,1995,80,60,45,45,0,0.0,65,65,100,80,65,20,10,0,10,0,702,702,100,80,1,100,702,779,0,1481,0,0,2,1,3,1,50,6,100,1,65,80,1994.0,100,2,343,65,65,100,0,36,0,0,0,0,0,0,0,0,3,2009,80,100,174000
859,20,60,80.0,10400,1,0,100,100,100,60,100,15,60,60,100,70,7,5,1976,1976,80,60,45,45,85,189.0,65,65,70,80,65,20,10,0,10,0,1090,1090,100,65,1,100,1370,0,0,1370,0,0,2,0,3,1,50,6,100,1,65,80,1976.0,66,2,479,65,65,100,0,0,0,0,0,0,0,50,0,0,6,2009,80,40,152000
860,60,60,80.0,11029,1,0,75,100,100,80,100,15,100,60,100,90,6,7,1968,1984,80,60,45,45,85,220.0,65,65,70,65,65,40,60,619,10,0,435,1054,100,65,1,100,1512,1142,0,2654,1,0,2,1,4,1,80,9,100,1,80,80,1968.0,33,2,619,65,65,100,0,65,0,0,222,0,0,0,0,0,8,2006,80,100,250000
861,50,60,55.0,7642,1,0,100,100,100,80,100,7,60,60,100,80,7,8,1918,1998,80,60,60,60,0,0.0,80,65,80,65,65,20,10,0,10,0,912,912,100,80,1,100,912,514,0,1426,0,0,1,1,3,1,80,7,100,1,80,60,1925.0,33,1,216,65,65,100,0,240,0,0,0,0,0,100,0,0,6,2007,80,100,189950
862,190,60,75.0,11625,1,0,100,100,100,60,100,20,60,60,30,70,5,4,1965,1965,100,60,35,45,0,0.0,65,65,100,65,65,40,60,841,10,0,198,1039,100,100,1,100,1039,0,0,1039,1,0,1,1,3,1,50,6,100,0,0,80,1965.0,33,2,504,65,65,100,0,0,0,0,0,0,0,0,0,0,4,2010,80,100,131500
863,20,60,81.0,9672,1,0,100,100,100,80,100,21,60,60,100,70,6,5,1984,1985,100,60,45,35,0,0.0,65,65,100,80,65,20,100,338,10,0,702,1040,100,65,1,100,1097,0,0,1097,0,0,2,0,3,1,50,6,100,0,0,80,1986.0,33,2,480,65,65,100,0,0,0,0,0,0,0,100,0,0,5,2010,80,100,152000
864,20,60,70.0,7931,1,0,100,100,100,60,100,13,60,60,100,70,5,5,1959,1959,100,60,90,35,0,0.0,65,65,70,65,65,20,60,1148,10,0,0,1148,100,65,1,100,1148,0,0,1148,1,0,1,0,3,1,50,6,100,0,0,80,1959.0,33,1,672,65,65,100,0,0,0,0,0,0,0,100,0,0,7,2009,80,100,132500
865,20,30,72.0,8640,1,0,100,100,100,60,100,22,60,60,100,70,7,5,2007,2008,80,60,70,70,0,0.0,80,65,100,100,65,20,10,0,10,0,1372,1372,100,100,1,100,1372,0,0,1372,0,0,2,0,3,1,80,6,100,0,0,80,2008.0,100,2,529,65,65,100,0,140,0,0,0,0,0,0,0,0,5,2008,100,80,250580
866,20,60,73.0,8750,1,0,75,100,100,60,100,13,60,60,100,70,5,6,1970,1970,80,60,40,40,85,76.0,65,65,70,65,65,20,60,828,10,0,174,1002,100,65,1,100,1002,0,0,1002,1,0,1,0,3,1,50,5,100,0,0,60,1973.0,33,2,902,65,65,100,0,0,0,0,0,0,0,50,0,0,8,2009,80,100,148500
867,20,60,67.0,10656,1,0,75,50,100,60,100,24,60,60,100,70,8,5,2006,2007,80,60,70,70,100,274.0,80,65,100,80,65,70,10,0,10,0,1638,1638,100,100,1,100,1646,0,0,1646,0,0,2,0,3,1,80,6,100,1,80,80,2007.0,66,3,870,65,65,100,192,80,0,0,0,0,0,0,0,0,11,2007,100,80,248900
